Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Performance,Profit_Margin
28-04-2024,Smartwatch,Electronics,North,1,1169,340.69,Low,0.291437126
30-03-2023,Headphones,Accessories,East,5,2325,506.32,Low,0.217772043
18-02-2024,Monitor,Accessories,North,1,199,48.92,Low,0.245829146
13-08-2022,Smartwatch,Electronics,South,3,375,80.58,Low,0.21488
05-05-2022,Laptop,Electronics,East,9,8010,763.32,Low,0.09529588
03-01-2023,Mouse,Accessories,East,4,316,77.13,Low,0.244082278
14-11-2024,Camera,Electronics,South,9,5895,442.49,Low,0.075061917
09-04-2022,Headphones,Accessories,East,4,388,35.21,Low,0.090747423
12-06-2024,Mouse,Accessories,West,5,3670,462.97,Low,0.126149864
15-10-2024,Smartphone,Electronics,East,9,7731,2178.05,High,0.281729401
18-10-2023,Laptop,Electronics,South,3,1596,91.23,Low,0.057161654
06-04-2024,Camera,Electronics,East,4,4192,216.16,Low,0.051564885
29-07-2023,Tablet,Electronics,West,7,5264,756.33,Low,0.143679711
04-06-2023,Laptop,Electronics,North,1,425,48.81,Low,0.114847059
17-03-2022,Smartwatch,Electronics,North,4,3380,211.72,Low,0.062639053
07-03-2024,Printer,Office,East,7,8379,2009.05,High,0.239772049
05-03-2022,Keyboard,Accessories,North,4,2040,393.72,Low,0.193
17-04-2024,Printer,Office,East,4,1336,116.65,Low,0.087312874
22-08-2024,Keyboard,Accessories,South,2,1934,157.41,Low,0.0813909
09-04-2024,Keyboard,Accessories,South,3,1560,391.11,Low,0.250711538
20-07-2024,Keyboard,Accessories,North,6,4446,1217.86,Medium,0.273922627
17-03-2023,Printer,Office,West,3,1893,508.8,Low,0.268779715
04-07-2024,Camera,Electronics,East,4,4492,670.42,Low,0.149247551
12-08-2023,Mouse,Accessories,South,6,6228,1852.45,Medium,0.297438985
23-04-2023,Camera,Electronics,East,7,4403,1295.89,Medium,0.294319782
15-10-2022,Headphones,Accessories,South,9,4176,510.97,Low,0.122358716
24-05-2022,Keyboard,Accessories,West,2,486,64.43,Low,0.132572016
09-05-2022,Printer,Office,East,5,4880,1084.69,Medium,0.222272541
02-11-2022,Printer,Office,West,5,265,53.21,Low,0.200792453
10-09-2023,Laptop,Electronics,East,1,1041,128.58,Low,0.12351585
28-03-2024,Smartphone,Electronics,East,8,9448,616.5,Low,0.065251905
01-07-2022,Headphones,Accessories,South,3,1617,440.46,Low,0.272393321
17-02-2024,Laptop,Electronics,West,2,1486,233.7,Low,0.157267833
08-07-2023,Smartwatch,Electronics,East,8,7152,1539.72,Medium,0.215285235
29-12-2022,Mouse,Accessories,East,6,1404,368.36,Low,0.262364672
11-08-2023,Camera,Electronics,South,2,122,16.23,Low,0.133032787
01-08-2023,Camera,Electronics,North,9,7533,1285.72,Medium,0.170678349
23-07-2023,Headphones,Accessories,South,4,3888,810.08,Low,0.208353909
05-07-2024,Smartphone,Electronics,South,5,870,48.87,Low,0.056172414
28-11-2022,Mouse,Accessories,South,2,1446,403.89,Low,0.279315353
11-11-2024,Tablet,Electronics,South,6,510,151.91,Low,0.297862745
29-07-2024,Keyboard,Accessories,West,8,6224,790.27,Low,0.126971401
25-04-2023,Keyboard,Accessories,North,2,686,85.03,Low,0.123950437
11-12-2023,Mouse,Accessories,West,4,2840,591.94,Low,0.208429577
12-11-2023,Laptop,Electronics,South,7,2562,347.62,Low,0.13568306
04-05-2024,Smartphone,Electronics,West,5,790,216.12,Low,0.27356962
09-07-2022,Laptop,Electronics,East,5,4170,786.42,Low,0.188589928
22-11-2022,Tablet,Electronics,East,4,1360,373.59,Low,0.274698529
13-03-2022,Camera,Electronics,East,6,5316,782.42,Low,0.147182092
20-07-2023,Laptop,Electronics,West,4,3956,293.38,Low,0.074160768
09-05-2022,Monitor,Accessories,North,3,726,94.38,Low,0.13
04-08-2024,Smartphone,Electronics,North,4,228,29.37,Low,0.128815789
31-07-2022,Headphones,Accessories,North,3,2274,442.57,Low,0.194621812
13-09-2024,Keyboard,Accessories,North,9,2628,459.87,Low,0.174988584
26-05-2024,Camera,Electronics,South,6,606,104.85,Low,0.173019802
15-11-2024,Headphones,Accessories,East,8,7256,558.79,Low,0.07701075
11-03-2023,Camera,Electronics,West,4,1956,125.69,Low,0.064258691
20-06-2024,Printer,Office,South,6,3954,690.1,Low,0.174532119
11-01-2023,Keyboard,Accessories,East,6,2262,442.86,Low,0.195782493
15-02-2022,Printer,Office,North,4,2804,391.59,Low,0.139654066
26-04-2022,Tablet,Electronics,South,9,5850,1511.06,Medium,0.258300855
07-06-2023,Keyboard,Accessories,West,1,56,9.16,Low,0.163571429
17-01-2024,Monitor,Accessories,East,9,4302,344.64,Low,0.080111576
14-05-2024,Camera,Electronics,West,9,10143,1690.66,Medium,0.166682441
15-05-2023,Headphones,Accessories,North,1,1012,164.89,Low,0.162934783
22-05-2023,Tablet,Electronics,East,9,8964,448.62,Low,0.050046854
05-08-2022,Mouse,Accessories,South,6,1758,262.36,Low,0.14923777
12-10-2023,Printer,Office,North,6,6348,557.72,Low,0.087857593
04-11-2023,Printer,Office,North,2,1582,422.46,Low,0.267041719
17-05-2023,Mouse,Accessories,South,2,1924,394.4,Low,0.204989605
02-04-2023,Keyboard,Accessories,North,1,120,23.86,Low,0.198833333
26-01-2024,Headphones,Accessories,East,8,7752,1943.84,Medium,0.250753354
13-07-2023,Camera,Electronics,East,2,1114,300.44,Low,0.269694794
28-11-2024,Keyboard,Accessories,North,5,1765,229.06,Low,0.129779037
10-08-2022,Keyboard,Accessories,West,6,6834,1418.21,Medium,0.207522681
14-09-2022,Smartphone,Electronics,East,5,1520,433.53,Low,0.285217105
05-08-2023,Smartwatch,Electronics,West,7,8141,767.6,Low,0.094288171
30-08-2023,Tablet,Electronics,South,8,5176,866.36,Low,0.167380216
11-05-2024,Mouse,Accessories,East,9,738,64.42,Low,0.087289973
17-01-2024,Printer,Office,South,9,4086,217.48,Low,0.053225649
16-09-2022,Mouse,Accessories,East,2,442,28.13,Low,0.063642534
13-01-2023,Smartphone,Electronics,East,6,2478,153.86,Low,0.062090395
22-01-2022,Keyboard,Accessories,South,2,1860,327.15,Low,0.175887097
24-05-2022,Monitor,Accessories,East,9,4968,991.82,Low,0.199641707
05-03-2023,Printer,Office,South,3,1446,278.94,Low,0.192904564
25-04-2023,Mouse,Accessories,East,7,1722,414.87,Low,0.240923345
13-07-2024,Smartwatch,Electronics,East,7,6573,460.28,Low,0.070025863
01-09-2024,Headphones,Accessories,East,3,2481,249.52,Low,0.10057235
26-12-2024,Monitor,Accessories,West,6,3828,1102.86,Medium,0.288103448
20-08-2023,Tablet,Electronics,East,7,1197,103.34,Low,0.086332498
09-01-2022,Tablet,Electronics,West,7,7623,1459.84,Medium,0.191504657
14-08-2022,Mouse,Accessories,North,9,3384,252.11,Low,0.074500591
01-01-2022,Monitor,Accessories,South,8,1296,273.97,Low,0.211396605
25-07-2024,Tablet,Electronics,West,8,2840,262.62,Low,0.092471831
22-08-2024,Camera,Electronics,East,7,1540,342.93,Low,0.222681818
28-06-2022,Camera,Electronics,West,2,1414,308.39,Low,0.218097595
26-04-2023,Camera,Electronics,West,8,8328,466.38,Low,0.056001441
29-08-2023,Camera,Electronics,North,2,744,217.21,Low,0.291948925
02-01-2023,Mouse,Accessories,South,9,1773,168.01,Low,0.094760293
11-08-2023,Smartphone,Electronics,East,7,6034,1018.37,Medium,0.168771959
22-06-2023,Smartphone,Electronics,South,9,756,99.21,Low,0.131230159
27-07-2024,Monitor,Accessories,East,8,2256,468.52,Low,0.207677305
30-11-2023,Monitor,Accessories,North,7,875,203.63,Low,0.23272
26-11-2024,Headphones,Accessories,South,4,1208,115.13,Low,0.095306291
15-08-2023,Headphones,Accessories,South,2,352,54.19,Low,0.153948864
23-02-2023,Printer,Office,West,6,4266,357.51,Low,0.083804501
26-03-2022,Tablet,Electronics,North,7,1841,496.89,Low,0.269902227
27-07-2024,Camera,Electronics,East,1,712,89.5,Low,0.125702247
23-03-2024,Printer,Office,West,2,724,72.19,Low,0.099709945
09-12-2024,Smartphone,Electronics,West,8,5832,662.72,Low,0.113635117
17-06-2023,Keyboard,Accessories,South,6,4188,989.14,Low,0.236184336
21-09-2023,Tablet,Electronics,West,1,392,50.7,Low,0.129336735
14-05-2022,Laptop,Electronics,East,9,963,49.71,Low,0.051619938
13-04-2024,Camera,Electronics,West,6,5706,319.46,Low,0.055986681
11-06-2024,Headphones,Accessories,West,7,1365,312.04,Low,0.228600733
23-05-2023,Headphones,Accessories,South,1,202,11.24,Low,0.055643564
24-12-2023,Smartphone,Electronics,North,9,2430,613.67,Low,0.252539095
26-04-2023,Monitor,Accessories,South,3,2670,515.39,Low,0.193029963
21-01-2022,Tablet,Electronics,South,7,2758,520.66,Low,0.188781726
14-10-2022,Monitor,Accessories,South,9,873,82.35,Low,0.094329897
23-08-2023,Smartwatch,Electronics,West,9,7245,1410.92,Medium,0.194743961
13-09-2023,Camera,Electronics,North,4,960,255.24,Low,0.265875
28-12-2024,Smartwatch,Electronics,East,4,1284,171.02,Low,0.133193146
09-06-2023,Mouse,Accessories,West,4,512,110.47,Low,0.215761719
10-07-2022,Smartwatch,Electronics,South,9,9729,2039.41,High,0.209621749
11-01-2023,Camera,Electronics,North,5,1580,166.16,Low,0.105164557
26-07-2023,Mouse,Accessories,East,8,976,234.24,Low,0.24
05-01-2024,Printer,Office,North,8,1824,495.35,Low,0.271573465
08-05-2023,Smartphone,Electronics,South,4,3188,202.81,Low,0.063616688
29-11-2023,Camera,Electronics,East,7,5467,556.02,Low,0.101704774
05-09-2024,Smartphone,Electronics,South,6,5406,1277.46,Medium,0.236304107
08-08-2024,Headphones,Accessories,East,8,2984,742.31,Low,0.248763405
12-04-2023,Printer,Office,North,1,919,193.35,Low,0.21039173
18-08-2023,Camera,Electronics,South,6,1686,426.72,Low,0.253096085
02-06-2023,Laptop,Electronics,West,7,4165,493.24,Low,0.11842497
17-11-2023,Smartphone,Electronics,West,7,1281,282.63,Low,0.220632319
17-06-2024,Smartwatch,Electronics,East,3,2829,362.16,Low,0.128016967
06-04-2024,Monitor,Accessories,West,3,2211,292.31,Low,0.132207146
18-12-2024,Headphones,Accessories,East,4,4740,607.81,Low,0.128229958
09-12-2023,Camera,Electronics,East,1,718,169.09,Low,0.235501393
10-10-2022,Headphones,Accessories,North,6,1716,108.81,Low,0.063409091
22-04-2024,Monitor,Accessories,South,7,1547,152.59,Low,0.09863607
14-06-2022,Mouse,Accessories,North,1,739,111.18,Low,0.150446549
03-09-2023,Laptop,Electronics,West,3,819,231.88,Low,0.283125763
19-12-2023,Laptop,Electronics,South,8,5696,1156.3,Medium,0.203002107
22-01-2023,Monitor,Accessories,South,2,1706,184.71,Low,0.108270809
23-01-2024,Camera,Electronics,North,2,2066,608.23,Low,0.294399806
07-06-2024,Laptop,Electronics,North,2,256,35.66,Low,0.139296875
04-02-2024,Smartphone,Electronics,North,2,1102,182.54,Low,0.165644283
31-08-2024,Monitor,Accessories,North,8,2872,483.94,Low,0.168502786
11-11-2024,Tablet,Electronics,East,4,2584,394.52,Low,0.152678019
27-07-2024,Mouse,Accessories,North,2,1366,298.32,Low,0.218389458
11-05-2024,Smartwatch,Electronics,South,7,1253,354.23,Low,0.282705507
24-03-2023,Laptop,Electronics,West,7,2618,300.81,Low,0.114900688
22-09-2022,Headphones,Accessories,East,9,6822,1811.37,Medium,0.265518909
05-11-2023,Keyboard,Accessories,East,6,5286,636.16,Low,0.120348089
13-06-2024,Monitor,Accessories,North,1,579,133.57,Low,0.230690846
28-02-2022,Laptop,Electronics,West,8,1392,190.99,Low,0.13720546
14-11-2022,Laptop,Electronics,West,9,2493,696.69,Low,0.279458484
17-09-2023,Smartphone,Electronics,North,7,6461,766.45,Low,0.118627148
17-08-2022,Tablet,Electronics,East,2,1486,201.07,Low,0.135309556
14-05-2023,Printer,Office,South,1,1152,280.28,Low,0.243298611
12-03-2022,Smartwatch,Electronics,West,2,1750,103.99,Low,0.059422857
12-07-2022,Smartphone,Electronics,West,7,4417,495.37,Low,0.112150781
05-07-2024,Laptop,Electronics,South,4,3724,276.85,Low,0.074342105
16-06-2023,Camera,Electronics,West,3,2220,121.14,Low,0.054567568
20-06-2023,Monitor,Accessories,West,8,9104,2620.58,High,0.287849297
08-08-2024,Printer,Office,West,3,3093,584.23,Low,0.188887811
01-03-2023,Headphones,Accessories,South,6,3048,842.24,Low,0.276325459
02-05-2022,Smartphone,Electronics,North,1,161,36.58,Low,0.227204969
23-07-2023,Monitor,Accessories,West,7,7238,1889.69,Medium,0.261079027
30-03-2024,Smartphone,Electronics,North,3,3561,347.31,Low,0.097531592
07-08-2022,Monitor,Accessories,North,5,1850,534.39,Low,0.288859459
06-03-2022,Mouse,Accessories,West,6,3522,626.72,Low,0.17794435
24-11-2023,Smartwatch,Electronics,East,1,584,172.4,Low,0.295205479
31-08-2023,Smartphone,Electronics,East,4,2556,412.44,Low,0.161361502
14-10-2023,Smartphone,Electronics,South,2,348,56.31,Low,0.161810345
16-05-2023,Monitor,Accessories,South,9,1602,142.49,Low,0.088945069
19-06-2023,Monitor,Accessories,South,3,2853,437.59,Low,0.153378899
21-07-2023,Printer,Office,West,1,1024,230.3,Low,0.224902344
20-03-2022,Camera,Electronics,East,5,4485,1324.49,Medium,0.295315496
06-08-2023,Printer,Office,East,2,436,79.69,Low,0.182775229
21-10-2024,Smartwatch,Electronics,North,2,2232,150.12,Low,0.067258065
14-08-2022,Keyboard,Accessories,South,6,7056,1445.01,Medium,0.204791667
15-03-2022,Keyboard,Accessories,East,5,875,96.65,Low,0.110457143
01-02-2022,Smartwatch,Electronics,East,3,315,61.94,Low,0.196634921
24-04-2022,Laptop,Electronics,East,2,358,51.75,Low,0.144553073
23-03-2023,Camera,Electronics,South,7,3451,194.42,Low,0.056337294
10-02-2022,Laptop,Electronics,North,9,1350,189.13,Low,0.140096296
19-10-2023,Tablet,Electronics,West,8,3320,413.32,Low,0.124493976
10-09-2024,Mouse,Accessories,North,9,8442,940.33,Low,0.111387112
17-06-2022,Keyboard,Accessories,South,1,166,31.97,Low,0.192590361
09-08-2023,Mouse,Accessories,North,5,3720,448.6,Low,0.120591398
11-07-2023,Laptop,Electronics,South,2,1090,136.65,Low,0.125366972
05-01-2024,Laptop,Electronics,West,9,9783,2347.49,High,0.239956046
22-09-2022,Smartphone,Electronics,North,4,2432,657.18,Low,0.270222039
22-06-2023,Mouse,Accessories,North,7,4060,291.42,Low,0.071778325
26-03-2023,Smartwatch,Electronics,North,1,387,99.59,Low,0.257338501
11-08-2023,Smartwatch,Electronics,North,3,966,120.56,Low,0.124803313
17-05-2024,Tablet,Electronics,North,3,3366,882.29,Low,0.262118241
30-06-2024,Monitor,Accessories,West,7,7833,1843.94,Medium,0.235406613
09-04-2023,Monitor,Accessories,West,1,610,33.55,Low,0.055
28-05-2022,Smartwatch,Electronics,West,8,4288,597.09,Low,0.139246735
18-07-2022,Printer,Office,North,9,7740,605.35,Low,0.078210594
20-08-2024,Smartwatch,Electronics,West,9,3150,457.13,Low,0.145120635
31-12-2023,Keyboard,Accessories,West,2,894,224.75,Low,0.25139821
09-10-2022,Laptop,Electronics,North,8,7544,1219.73,Medium,0.161682131
01-03-2024,Keyboard,Accessories,North,8,6360,1871.88,Medium,0.294320755
19-03-2022,Smartphone,Electronics,West,4,2428,485.75,Low,0.200061779
05-10-2022,Headphones,Accessories,South,2,574,38.52,Low,0.067108014
25-04-2023,Keyboard,Accessories,West,6,6744,660.47,Low,0.09793446
11-09-2023,Headphones,Accessories,North,6,798,213.4,Low,0.267418546
13-01-2023,Printer,Office,North,5,2860,339,Low,0.118531469
03-04-2022,Printer,Office,South,5,5410,1129.77,Medium,0.208829945
26-02-2023,Laptop,Electronics,West,5,4445,580.15,Low,0.130517435
03-11-2024,Smartwatch,Electronics,South,8,7536,1197.09,Medium,0.158849522
26-09-2023,Monitor,Accessories,North,7,4165,263.26,Low,0.063207683
19-02-2024,Laptop,Electronics,East,3,3021,763.99,Low,0.252893082
29-04-2024,Keyboard,Accessories,North,2,310,70.66,Low,0.227935484
15-05-2024,Headphones,Accessories,South,2,2170,522,Low,0.240552995
22-10-2024,Tablet,Electronics,West,3,2832,317.76,Low,0.11220339
31-07-2022,Smartwatch,Electronics,West,5,3945,392.09,Low,0.0993891
10-09-2022,Tablet,Electronics,South,4,2104,308,Low,0.146387833
24-08-2022,Monitor,Accessories,South,2,2060,517.64,Low,0.251281553
23-06-2024,Printer,Office,North,4,1060,155.78,Low,0.146962264
13-01-2023,Smartwatch,Electronics,South,6,810,108.61,Low,0.13408642
23-09-2022,Laptop,Electronics,West,3,873,57.42,Low,0.065773196
08-02-2022,Tablet,Electronics,West,5,595,121.11,Low,0.203546218
18-12-2022,Laptop,Electronics,West,2,1562,119.56,Low,0.076542894
25-01-2022,Smartwatch,Electronics,East,9,5337,1575.99,Medium,0.29529511
09-12-2022,Printer,Office,North,2,212,13.4,Low,0.063207547
14-06-2023,Printer,Office,East,8,2704,705.74,Low,0.260998521
31-05-2024,Laptop,Electronics,North,5,3225,523.32,Low,0.162269767
07-08-2023,Monitor,Accessories,North,2,1342,184.59,Low,0.137548435
13-07-2022,Mouse,Accessories,South,7,3395,1012.78,Medium,0.298315169
01-12-2024,Smartwatch,Electronics,East,4,3968,480.72,Low,0.121149194
12-04-2024,Smartphone,Electronics,West,5,4555,776.65,Low,0.17050494
26-02-2022,Tablet,Electronics,West,2,2132,365.44,Low,0.171407129
31-03-2022,Mouse,Accessories,West,6,6516,842.83,Low,0.129347759
17-08-2023,Smartwatch,Electronics,North,2,2040,481.15,Low,0.235857843
23-09-2024,Mouse,Accessories,East,6,6126,428.38,Low,0.069928175
11-09-2022,Smartwatch,Electronics,West,8,520,30.58,Low,0.058807692
01-01-2023,Camera,Electronics,South,5,4470,526.96,Low,0.117888143
12-07-2024,Smartwatch,Electronics,West,8,5504,1196.78,Medium,0.217438227
11-01-2022,Headphones,Accessories,West,4,3036,511.69,Low,0.168540843
05-10-2024,Smartwatch,Electronics,East,5,2725,308.29,Low,0.113133945
16-09-2024,Printer,Office,North,8,4080,336.96,Low,0.082588235
23-05-2024,Keyboard,Accessories,North,8,3080,776.6,Low,0.252142857
08-06-2023,Smartwatch,Electronics,North,5,1525,413.75,Low,0.271311475
16-07-2022,Monitor,Accessories,South,4,1332,342.85,Low,0.257394895
24-07-2023,Smartphone,Electronics,South,7,4669,803.21,Low,0.172030413
12-03-2022,Smartwatch,Electronics,West,6,5310,1099.84,Medium,0.207126177
12-01-2023,Camera,Electronics,East,8,9392,2651.84,High,0.282350937
03-11-2022,Monitor,Accessories,South,5,1350,198.19,Low,0.146807407
14-03-2024,Monitor,Accessories,North,4,3648,768.61,Low,0.210693531
27-07-2023,Printer,Office,North,2,300,47.59,Low,0.158633333
14-08-2022,Smartphone,Electronics,North,3,3408,727.26,Low,0.213397887
17-11-2024,Keyboard,Accessories,South,9,4302,475.96,Low,0.110636913
13-05-2024,Keyboard,Accessories,South,5,4575,771.24,Low,0.168577049
21-10-2022,Laptop,Electronics,East,8,9304,1855.7,Medium,0.199451849
15-04-2024,Monitor,Accessories,East,4,1928,232.48,Low,0.120580913
17-01-2023,Printer,Office,East,2,1042,86.24,Low,0.082763916
28-11-2023,Tablet,Electronics,East,3,2214,507.7,Low,0.22931346
03-05-2024,Keyboard,Accessories,South,4,3024,678.26,Low,0.224292328
11-08-2023,Camera,Electronics,East,2,1104,173.01,Low,0.156711957
26-07-2022,Mouse,Accessories,East,8,6056,1631.71,Medium,0.269436922
07-02-2023,Mouse,Accessories,South,5,5295,1375.98,Medium,0.259864023
19-01-2022,Smartphone,Electronics,North,4,3668,839.4,Low,0.228844057
30-06-2023,Printer,Office,South,9,4293,295.47,Low,0.068825996
19-08-2022,Mouse,Accessories,North,7,5789,950.45,Low,0.164182069
27-08-2023,Smartwatch,Electronics,North,6,4440,800.92,Low,0.180387387
10-03-2022,Printer,Office,South,5,5515,330.02,Low,0.059840435
12-10-2024,Camera,Electronics,North,4,784,192.77,Low,0.245880102
15-06-2024,Laptop,Electronics,East,4,576,156.59,Low,0.271857639
09-09-2024,Smartwatch,Electronics,West,5,705,198.62,Low,0.281730496
24-09-2023,Keyboard,Accessories,North,6,4458,1215.3,Medium,0.272611036
25-08-2022,Smartphone,Electronics,East,6,6780,811.92,Low,0.119752212
01-10-2023,Smartwatch,Electronics,North,5,3970,642.7,Low,0.161889169
08-01-2023,Monitor,Accessories,North,7,5131,368.11,Low,0.07174235
02-10-2022,Laptop,Electronics,East,7,1750,90.21,Low,0.051548571
11-02-2022,Tablet,Electronics,East,7,8337,753.35,Low,0.090362241
15-09-2022,Keyboard,Accessories,East,9,9810,549.46,Low,0.056010194
28-01-2024,Keyboard,Accessories,East,3,2658,794.36,Low,0.298856283
23-07-2022,Printer,Office,West,1,473,43.65,Low,0.092283298
14-01-2022,Tablet,Electronics,North,9,2205,410.01,Low,0.185945578
13-06-2023,Smartphone,Electronics,South,9,6948,1409.3,Medium,0.202835348
09-09-2022,Tablet,Electronics,North,3,774,212.02,Low,0.273927649
26-12-2023,Tablet,Electronics,North,3,2532,343.13,Low,0.135517378
16-11-2024,Laptop,Electronics,West,7,6587,1173.91,Medium,0.178216183
01-04-2024,Smartphone,Electronics,East,7,7266,806.79,Low,0.111036334
27-11-2024,Smartphone,Electronics,East,7,6867,502.06,Low,0.073111985
01-07-2023,Camera,Electronics,South,9,4887,396.36,Low,0.081104972
13-02-2023,Mouse,Accessories,West,4,864,251.99,Low,0.291655093
09-11-2023,Smartphone,Electronics,East,6,5190,1215.07,Medium,0.234117534
20-05-2022,Keyboard,Accessories,South,8,2128,294.45,Low,0.138369361
26-06-2024,Mouse,Accessories,East,2,1718,218.82,Low,0.127369034
02-05-2022,Smartphone,Electronics,North,2,1270,229.39,Low,0.180622047
18-05-2023,Keyboard,Accessories,East,7,2569,130.19,Low,0.050677306
14-02-2022,Printer,Office,South,2,1518,262.65,Low,0.173023715
22-11-2022,Headphones,Accessories,South,2,1210,268.37,Low,0.221793388
15-03-2022,Mouse,Accessories,East,2,1128,94.13,Low,0.083448582
23-08-2023,Headphones,Accessories,North,1,1077,77.97,Low,0.072395543
18-12-2023,Keyboard,Accessories,East,6,2244,517.47,Low,0.230601604
16-09-2022,Mouse,Accessories,West,8,1608,464.18,Low,0.288669154
15-12-2024,Camera,Electronics,West,5,3685,476.2,Low,0.129226594
25-04-2024,Camera,Electronics,North,8,4080,1079.49,Medium,0.264580882
09-02-2024,Monitor,Accessories,North,1,404,84.4,Low,0.208910891
19-04-2023,Keyboard,Accessories,South,2,1738,163.38,Low,0.094004603
31-01-2023,Printer,Office,West,3,828,210.33,Low,0.254021739
24-11-2023,Mouse,Accessories,North,4,4344,461.72,Low,0.106289134
02-10-2023,Tablet,Electronics,North,1,1130,268.88,Low,0.237946903
18-04-2024,Headphones,Accessories,North,3,1698,304.91,Low,0.179570082
27-06-2023,Tablet,Electronics,East,4,844,136.02,Low,0.161161137
20-02-2023,Printer,Office,West,2,2286,218.18,Low,0.09544182
12-12-2023,Camera,Electronics,East,2,1026,170.31,Low,0.165994152
04-10-2023,Laptop,Electronics,West,6,6984,1433.65,Medium,0.205276346
18-02-2022,Monitor,Accessories,West,4,1672,432.35,Low,0.258582536
08-01-2023,Laptop,Electronics,North,6,1092,63.98,Low,0.058589744
01-04-2024,Headphones,Accessories,South,2,272,24.71,Low,0.090845588
12-11-2023,Headphones,Accessories,West,2,1126,204.99,Low,0.18205151
22-10-2023,Mouse,Accessories,West,7,8155,2177.38,High,0.266999387
29-03-2023,Smartwatch,Electronics,East,7,4298,358.38,Low,0.083382969
17-12-2022,Smartphone,Electronics,East,5,1365,310.66,Low,0.227589744
28-11-2024,Camera,Electronics,West,6,4116,381.35,Low,0.092650632
07-04-2022,Headphones,Accessories,South,8,904,181.45,Low,0.200719027
05-12-2024,Smartwatch,Electronics,South,1,70,10.64,Low,0.152
03-09-2023,Keyboard,Accessories,East,2,344,72.87,Low,0.211831395
19-08-2023,Printer,Office,East,1,330,78.52,Low,0.237939394
17-08-2024,Headphones,Accessories,South,2,518,34.22,Low,0.066061776
18-08-2022,Mouse,Accessories,North,9,2763,458.4,Low,0.165906623
26-03-2022,Smartwatch,Electronics,North,2,2298,343.53,Low,0.149490862
02-10-2024,Monitor,Accessories,South,1,436,73.89,Low,0.169472477
28-09-2022,Mouse,Accessories,East,6,1824,213.47,Low,0.117033991
12-05-2024,Laptop,Electronics,North,5,1540,411.83,Low,0.267422078
14-03-2023,Tablet,Electronics,East,7,5572,385.82,Low,0.069242642
21-09-2023,Monitor,Accessories,East,6,3030,335.71,Low,0.11079538
02-05-2024,Monitor,Accessories,West,5,1245,345.84,Low,0.277783133
31-01-2022,Tablet,Electronics,South,4,1252,326.69,Low,0.260934505
04-06-2024,Camera,Electronics,North,9,4959,479.28,Low,0.096648518
16-02-2023,Monitor,Accessories,West,7,8162,443.81,Low,0.054375153
26-05-2023,Monitor,Accessories,East,5,1370,253.92,Low,0.185343066
28-12-2023,Tablet,Electronics,North,3,3111,607.23,Low,0.195188042
10-10-2022,Mouse,Accessories,South,7,7805,1078.03,Medium,0.138120436
21-04-2024,Smartphone,Electronics,South,9,10314,2729.6,High,0.26464999
29-09-2023,Keyboard,Accessories,South,9,10782,2730.14,High,0.253212762
22-10-2024,Monitor,Accessories,West,5,4375,987.96,Low,0.225819429
31-07-2023,Monitor,Accessories,North,5,2265,595.05,Low,0.262715232
15-04-2022,Laptop,Electronics,East,1,166,9.69,Low,0.058373494
24-04-2024,Headphones,Accessories,North,7,7217,1481.7,Medium,0.205306914
16-01-2022,Tablet,Electronics,East,3,1767,186.54,Low,0.105568761
06-12-2023,Laptop,Electronics,East,3,2883,557.81,Low,0.193482484
04-09-2024,Smartwatch,Electronics,South,3,1338,396.08,Low,0.296023916
24-08-2024,Printer,Office,East,9,9459,604.06,Low,0.063860873
10-06-2022,Printer,Office,North,3,168,45.31,Low,0.269702381
03-10-2022,Smartphone,Electronics,South,9,4536,479.78,Low,0.105771605
25-02-2022,Mouse,Accessories,East,4,4404,793.7,Low,0.180222525
18-08-2023,Monitor,Accessories,North,4,1952,148.67,Low,0.07616291
23-12-2022,Mouse,Accessories,North,3,2004,467.76,Low,0.233413174
30-06-2022,Keyboard,Accessories,South,4,468,131.48,Low,0.280940171
10-11-2024,Smartphone,Electronics,West,9,8667,1597.49,Medium,0.18431868
24-02-2024,Printer,Office,West,7,6097,567.32,Low,0.093049041
11-04-2022,Headphones,Accessories,South,9,4752,1415.65,Medium,0.297906145
10-05-2023,Keyboard,Accessories,East,1,1172,124.9,Low,0.106569966
20-05-2022,Keyboard,Accessories,North,2,1608,170.29,Low,0.105901741
21-05-2023,Printer,Office,South,7,7595,969.07,Low,0.127593153
17-07-2024,Smartwatch,Electronics,West,1,1142,306.84,Low,0.268686515
18-11-2024,Keyboard,Accessories,North,2,116,13.67,Low,0.117844828
06-06-2022,Smartphone,Electronics,East,9,3951,908.13,Low,0.22984814
21-12-2023,Keyboard,Accessories,East,2,1606,138.96,Low,0.086525529
16-11-2022,Headphones,Accessories,South,3,2025,403,Low,0.199012346
24-07-2023,Smartwatch,Electronics,West,2,2006,235.52,Low,0.117407777
05-06-2024,Camera,Electronics,South,9,9423,652.06,Low,0.069198769
24-08-2022,Laptop,Electronics,North,4,2276,399.94,Low,0.175720562
22-08-2022,Monitor,Accessories,West,5,4880,664.06,Low,0.136077869
18-11-2024,Laptop,Electronics,East,3,1773,183.15,Low,0.103299492
21-01-2023,Smartwatch,Electronics,South,9,2718,195.97,Low,0.072100809
07-11-2022,Headphones,Accessories,East,4,3168,939.45,Low,0.296543561
